id,body
00636883-e234-4c97-89d2-90c4f92664d2,"<p>Meet “Supportive Best Friend” Belle. B.F.F.! There’s nothing she wouldn’t do for you, providing the positive mindset and can-do attitude to help you take on every day. No matter what’s on her plate, she goes out of her way to be there for you. She knows you better than anyone else, so she’ll tell it to you straight and expects you to do the same. After all, you <em>are</em> best friends.</p><p></p><p>Character reference:</p><ul><li><p>Honest with a dose of her endless optimism</p></li><li><p>Creative, resourceful, and motivated problem solver</p></li><li><p>Boundless energy keeps her always on the go</p></li></ul><p></p><p>Three words to describe her: MOTIVATING, ENTHUSIASTIC, DEPENDABLE</p><p></p><p>After reading this description and watching the short character reference video, what are your initial feelings about Belle and why?</p>"
0074d3a0-0972-4f1d-9f8a-68dc72ed94f5,Upload a picture that conceptually represents the vibe at your school and describe what makes your school culture unique!
007cfb7f-98dc-4f5e-bfea-bf1e0cc744b3,When I feel _________ Cereal ____________.
0080326e-9d8b-4908-bffe-6961ba1c3043,"What do you think the difference is between a ready-to-drink beverage that emphasizes protein and one that emphasizes nutrition? What are the purposes for each one? When would you drink one versus the other?
"
008e39a5-23f8-46ff-85d2-8ca2d8944644,<p>Tell me where you live!</p>
008fa1ca-9739-4584-a365-7afbbf15227f,"Which of the following do you think applies to your likelihood to purchase gifts from Tiffany FOR YOURSELF in the future  (after your experience today) Why?

o	More likely
o	Same
o	Less likely
"
009cab1f-743b-4327-abd3-af569c8832da,"Earlier we asked you how you would describe clean energy to someone who didn’t know what it was. We’d like you to do the same thing but with sustainability. How would you describe it? What would you say about it? Please upload an image, meme, or screenshot that helps you describe what sustainability is. "
00a7bcf9-4941-483c-b694-9c398a3182a6,"If my WIFI goes out, I feel __________."
00b85f9f-617c-485a-8565-d69bc2de3b6d,<p>Please upload your screen recording video here. </p>
00cd3bd1-a5a3-4384-9e13-2be4c84016fe,"Por favor añada un video con un recorrido breve por su hogar y alrededores. 
Pensando en su estado de ánimo durante las últimas tres semanas, ¿podría darnos tres adjetivos que describan ese estado de ánimo y por qué se siente de esa manera?  Cuéntenos por qué eligió esos adjetivos y que le hizo sentir así."
00d2f9b6-10f3-4bd7-b6e8-dbf668246ce0,"Compared to life before Covid, how do you think your behavior might change when you return to campus? Is there anything you’ll add to your daily routine or eliminate completely? Why? How might the way you navigate obtaining and eating your meals on campus change (if at all)?"
00dd6682-603f-477c-99ac-e1f161720097,"In general, how often would you say you go off campus to eat or drink? What typically makes you decide to go off campus to eat or drink? What time of day is it - and why do you want to leave campus?"
00e551c5-bc0c-4b98-a7f2-4d9decf8c8ae,<p>你知道几个可爱的婴儿吗？(How many cute babies do you know?)</p>
00ed8499-791c-4e8a-933f-48512b5582de,"<p>Do you research new personal care products before you buy? If so, which kinds? Where do you go to research? Please think of an example of a product you recently may have researched or want to research, and walk me through the example with a screen recording, then upload it as a video. Talk to me as you do it, explaining what the product is and where you're going to check it out. (Be sure to turn your mic on!)</p>"
00fe8356-9dc9-4e76-81d4-12a7d7875432,"¿Ha tomado alguna precaución en caso de que usted se enferme? Si es así, ¿Cuáles? ¿Cuáles son sus principales preocupaciones e inquietudes si usted o algún integrante de su familia se enferman?"
010024dc-7a4b-4114-b18f-59e1a9401ea3,"<p>In your opinion, what differentiates a <u>luxury</u> fashion brand (selling designer clothing, handbags, shoes, etc.) from other fashion brands? <em>Please give as much detail as possible in your answer! Thank you!</em></p>"
0111c2df-6074-45cc-bae3-39f6c5b4cdda,<p>Tell me about what phone you use.</p>
01134b8c-a470-4efd-89d3-97210f0e037c,"LATE NIGHT What are you doing after dinner? Working, relaxing, socializing? Please record activities and any go-to snacks or beverages that are part of this day part!
"
01191805-61f9-4739-a421-cc87685d2397,"请上传一张您在过去一年中购买的奢侈品服装（实物图或者您的上身图），并标明在哪里购买的和购买价格，谢谢！
品牌必须在以下品牌中: Dior, Brunello Cucinelli, Chanel, Tom Ford, Saint Laurent, Bottega Veneta, Louis Vuitton, Chloe, Valentino, Dolce & Gabbana, Alaia, Akris, Alexander McQueen, Balenciaga, Celine, Fendi, Armani, Gucci, Lanvin, Loro Piana, Marni, Prada, Proenza Schouler, Stella McCartney, The Row, Versace"
011d1dd6-f5d1-4966-a681-f700649051fa,"Likewise, what does it say about a brand when it DOES have sizing that, in your opinion, is truly inclusive? Record a few adjectives that come to mind, ie “A brand that offers inclusive sizing is ______________.”"
01235070-026a-4ca2-8235-3ee596cd4db7,<p>一般用完护肤品后您如何处理空瓶和空罐？ 这个问题有困扰您吗？ 您认为哪些品牌在这方面处理得很好？</p>
0134c219-b002-4aae-930b-b36df3cffb23,Insert Shoe photos here
0138faa8-06f2-475f-99ce-18389450b718,<p>Tell me about your morning routine.</p>
014431b3-5480-4ef2-894a-6068ab869dec,<p>THis is question 1</p>
01581259-bed7-4711-8a53-e271844d9cdc,ARTS AND ENTERTAINMENT: What do you miss most culturally in terms of in-person experiences? Why?
015f9ce2-28bd-4808-ba4b-976b0fd3114f,"Were there different types of jewelry on display than you are used to seeing at Tiffany? If so, how was it different than what you are used to seeing? Please describe what caught your eye, and attach any relevant screenshots.

Was the mix of product you saw in store the same or different from what you had pictured Tiffany having in their stores? Was it different than past visits? If so, how?
"
018ae4f9-985f-402e-8ff2-54d447381fe9,"Ok now the really fun part! What could your college offer that would really blow your mind – surprise and delight you when it comes to food and drink fueling your day? This could be new cafes, ethnic cuisines, snacks, restaurants, juice bars, food halls, anything you can think of. Submit some screen grabs that bring these ideas to life. For each idea, please answer: Why would this be on your wish list?"
018f3c44-45d3-40a5-ac05-d08307925642,<p>[店铺#1: lululemon] 请一定要去看下他们家的裤装区域，您觉得如何？</p>
01903bdb-bd2f-4f44-9935-c553b4725b4c,"Is there any apparel brand that you feel is really made for you personally? This is a brand that may make you feel at home when shopping there, or that fits your personality, or has what you’re looking for, etc.? What about this brand makes it for you specifically (i.e., products, imagery, branding)? How do you experience the brand and get to know it better? Has this brand always been for you or did this change in time? How did it change? Please upload screenshots of any brands mentioned!"
0194219e-c442-4c88-8c02-a30c06dc7c02,What is the best part of working at your company?
019748c0-ab48-4ab9-a2ee-1e16eb68f154,"Tell us about the people who work at Sheetz? How do they interact with customers? What personality traits do you think Sheetz looks for when they hire?
"
01977569-8634-4368-b58e-3ae80710e819,"<p>Tell me a little about any stress you experience at work. What wears you down? How would you like to see this addressed? Is there anything that can be done in terms of decor, practices, even the food service amenities discussed in the previous topic, that would take your quality of work up? Please upload screenshots here to illustrate these needs and ideas!</p>"
01a89939-d6a5-4fe1-a6ad-6d21be28ac23,<p>6 pm – 9 pm. Snap a picture of whatever counts for dinner and answer the following FOR EACH PICTURE: What are you eating or drinking? (How is/was it?) Where are you and what time is it? Are you alone or with friends? Please capture pictures of EVERYTHING.</p>
01b3bcc3-d43a-413f-83be-e6b50eb17553,"Thanks for taking your selfie! Before we dive in, we’d like to get to learn a little about you! What do you enjoy doing when you are not in class? Please upload a few screenshots or pictures that tell me about some of your interests! What do you like about them?"
01b76d1d-fe6d-4b32-82f4-6f30d368bc46,<p>如果让您对这些体验进行排名，哪项服务对您来说最难忘、最重要？您对提供该项服务的品牌有什么看法上的改变么？</p>
01baef39-e9bb-4982-8bb7-722e34084af5,"If you watch the NBA, who is your favorite team and why? Upload screenshots!"
01d323d4-faaa-4402-8569-fa48a8c29066,"<p>다시 한 번, 여러분이 공감할 수 있는 것들에 대해 생각해봤을 때, 여러분의 마음 속에 자리 잡은 럭셔리 패션 하우스의 의미를 재구성할 수 있게 도와주는 것은 어떤 것인가요? 이런 문제에 대한 “모범적 사례” 가 되기 위해서 어떤 것이 필요하다고 생각하나요?</p>"
01e6f5b8-3dfe-483c-84c0-6b3d37e2f00c,"Now it’s time for your food journal! Please take us with you and document everything you eat and drink today during the following time periods. Please do this on a school day, not a weekend. MORNING. 6 am – 12 pm Snap a picture of your breakfast (if you have any!) and any morning refreshments or snacks and answer the following: What time is it? Where did you get this meal? Alone or with friends? What are you eating or drinking? What was great – or what could be better? Please capture pictures of EVERYTHING."
01e72722-b7c2-484b-b076-92331dd500ee,"<p>Agora, ao pensar sobre a experiência, gostaria de saber o que está fazendo para que isso aconteça?</p>"
01ebcea6-f8c9-40f0-be10-43ae0fc87d61,"<p>Meet “Magical” Belle. On the surface, Belle appears to be a slightly eccentric lady. But there’s so much more to her than meets the eye – and we want to know more. A caring woman who embodies the power of belVita, Belle uses a little magic and intuition to help you be your best. Belle gets excited to tackle any problem.</p><p></p><p>Character reference:</p><ul><li><p>An accomplished, intelligent and in-control woman</p></li><li><p>Unconventional but trustworthy</p></li><li><p>Knows exactly when you need a little magic</p></li></ul><p></p><p>Three words to describe her: INGENIOUS, CHARMING, UNCONVENTIONAL</p><p></p><p>After reading this description and watching the short character reference video, what are your initial feelings about Belle and why?</p>"
01eedeb2-79d1-4282-a608-198a4ff8d202,"If a skincare brand told you it was the top brand in its category, would that be compelling to you? "
01f4a839-1a1b-4569-aceb-240c9c4d7b65,Is your student keeping in touch with friends and classmates during this time? Are there special online events or activities they’ve participated in that have been run by the school? Please share any photos or screenshots that help illustrate the experience (or lack thereof!)
01f6962b-cfc0-46ca-8b1f-f38b2335b68f,客定的新车通常需要较长的时间才能到货，您觉得您最多可以等待多久？
0202915a-8950-438c-9f5e-d2ddda61b92c,"First, describe who you are shopping for on lululemon.com, and what you are considering for them. How did you decide on this type of gift for them?"
0221d4f4-d70a-40f3-aa5b-2cde3f2d0061,"To wrap up, please take a video of yourself delivering a suggestion of what you would would change (if anything) about the food and beverage options at your workplace. Start the video with ""If I could change anything about the food and drink program at work, I would add.... address.... change.... improve...."" Please don't hold back - no right or wrong answers here! Looking for total honesty. Thank you!"
023a4ed5-3fc5-4f74-bff6-437b28f912e3,Thanks for uploading your selfie! Before we dive in we'd like to learn a little bit about you. Please upload a few screenshots or pictures that tell me about your interests!
023f2eb7-3632-4023-a0b4-6a49d9eec239,"In general, do you find it compelling when a brand claims it is #1 in some way? Why or why not?"
0249b231-4ca3-432b-a612-350f18e80b44,"Take pictures of any branded franchises that exist on your campus today (i.e., coffee shops, fast food etc.) and tell me if you ever frequent them, and why or why not. Are there others you’d be delighted to see? If so, upload screenshots of them and tell me what you would like about adding them!"
02651ff4-3740-4cb7-a9b8-db427b141e35,What three adjectives would you use to describe your pace of life? How has this changed (if at all) since the Covid-19 pandemic began? Why have those changes occurred? Please upload a picture or screenshot that illustrates the feeling of life these days! (Can be conceptual).
02723b00-8c15-4ff7-bab5-40a014f06471,How often do you eat in the Student Union (Michigan Tech Memorial Union Building) and why? What's good about the food there and what could be improved?
027273fb-8677-4896-b12d-e4e4b640cc83,<p>6 pm – 9 pm Snap a picture of whatever counts for dinner and answer the following FOR EACH PICTURE: What are you eating or drinking? (How is/was it?) Where are you and what time is it? Are you alone or with friends? Were there any COVID health/safety concerns? Please capture pictures of EVERYTHING.</p>
028097c1-872b-4948-a0b4-d69bb5703228,"Tell us about your home life and who lives with you. What are some of your favorite personal hobbies and your family’s shared interests? Please share with us some pictures of your family.
"
0293ed8a-f1a9-491e-81da-162903467bed,Who do you think the SkinCeuticals brand is for? Would you be interested in trying this brand? Why/why not?
029ef201-a4c2-4df9-9561-2423a48a7cd8,"On a scale of 1-10, where 1 is Extremely Negative, and 10 is Extremely Positive, how do you feel about this statement? Why? What thoughts, feelings and reactions come immediately to mind? Include an emoji that represents your feeling. Does this “fit” with the lululemon brand? Why or why not?
"
029f43b8-cd79-4d81-a788-71aa8a00060d,当你在试穿一件衣服的时候，你主要会看哪些地方？什么样的感官体验会让你觉得这件产品会很合身？你又怎么判断这件衣服是不是合身？
029f55d9-eea7-47e4-b75a-ebd5bc1a9167,<p>Which of the following best reflects your feelings about sustainability when it comes to making purchases? Please choose just one!</p>
02a38af4-e7be-4c52-ba7c-0f141a03cd4c,"In this “next normal”, when more employees return to your workplace, do you have specific concerns about safety? Please describe – and upload screenshots or pictures to show me what you mean (the more specifics the better!) "
02b3a78f-8948-4537-9fd0-42e98a30ee9f,"去看车的整个经历里, 哪些方面你特别喜欢? 为什么? 品牌如何进一步提升这方面的体验?"
02b571f3-c2b9-481c-8bd8-9ad503254c31,"On a scale of 1-10, where 1 is Extremely Negative, and 10 is Extremely Positive, how do you feel about this statement? Why? What thoughts, feelings and reactions come immediately to mind? Include an emoji that represents your feeling. Does this “fit” with the lululemon brand? Why or why not?"
02b7c9af-e245-436d-bcc0-dc646e43fa4e,"Thinking about jobs you had before, what were some workplace perks that drew you to that place, that made you feel excited about working there? Add screenshots to bring this alive!"
02bc59a5-f797-4eb5-8e20-7bbb77e85ebc,"Más allá de cambiar sus hábitos de higiene, ¿Ha cambiado su perspectiva sobre el mundo que le rodea como resultado de esta crisis? Si es así, ¿de qué manera? Dese un momento para reflexionar, haga algunas anotaciones y luego pida que alguien le grabe hablando de cómo se ve la vida después de COVID para usted, su comunidad y la sociedad."
02c2987b-2da3-44a6-97e6-4109a281bb63,<p>【５日目】</p><p>ジウィを食べている際のご自身のペットの反応や様子を教えてください。</p><p><strong>食べている様子・反応を動画で撮影</strong>して頂きます。</p><p></p><p>また動画撮影とは別に、下記の項目を念頭に、ジウィのフードに対するご自身のペットの様子についても<strong>文章で記録</strong>をお願いします。&nbsp;</p><p>　・フードのエサやりに関する基本的な情報（何を、どのように、いつ、与えたのか？等）&nbsp;</p><p>　・パック（袋・缶）の開封に対するペットの反応&nbsp;</p><p>　・ジウィを準備している際のペットの反応&nbsp;</p><p>　・ジウィを好んで食べていますか？&nbsp;</p><p>　・食べっぷりや食べる速度に変化はありますか？&nbsp;</p><p>　・食べている様子はどのように見えますか？&nbsp;</p><p>　・何から最初に食べていますか？食べずに残しているモノがありますか？&nbsp;</p><p>　・便の変化&nbsp;/&nbsp;その他に何か変化が見られたか（毛並み、気分、等）/&nbsp;気になったことなど</p>
02c3f1ed-447a-408b-8e37-aa5c166e1f47,"Thanks for taking your selfie! Before we get started, we’d like to get to know you a little bit! What are some key parts of your daily routine this summer? "
02c75598-0762-4b78-8146-b131366325ac,"<p>Please upload the emoji/screenshots (or word, gif, meme, short video) you would choose to represent the <strong>PERSONALIZATION</strong> of what is offered through campus dining and answer the following: What do you think about the personalization of what is offered with your food and drink options? Think about the ability you are given to customize food and drinks, and where you can make it your own somehow. What is strong? What could be improved?</p>"
02c75a01-3fc3-4656-ac51-45b1f1a0a00d,"Has your perspective on the world around you changed as a result of this crisis? If so, how? Upload a screenshot if it helps you illustrate this."
02ca1434-f4b7-4f2b-b5b0-d41c83adedbb,"On a scale of 1-10 with 1 meaning “nothing” and 10 meaning “I know a lot”, how much do you feel that you know about Google and its products? Which ones do you know the most about?"
02d3062b-6712-4183-91a3-f09855da420e,"Are there areas of products or services where you’ve cut back spending in the past year? If so, is it because of less discretionary income, scarce availability… or have your preferences simply changed?"
02d94376-8ba4-478c-b1ef-7d1e93a1d48f,"Now we would like you to think about how you would answer these questions. Write your responses then please ask someone to record you reading your responses to us. Try to speak right into the camera. Your video should be 30 - 45 seconds long.

● Please tell us your honest opinions of fairlife Nutrition Plan.
● What are the key benefits of fairlife Nutrition Plan?
● How could you see this nutrition shake fitting into your life?
● How would you describe it to a friend?
● How would you describe the taste?
● Where would you look for it in the store?"
02dd232f-9f39-46b9-a50c-95435d40827c,"Now that you’ve heard more about Consumers Energy’s Clean Energy Plan, what advice would you give them to get more people to participate? What do they need to keep in mind? What problems should their products help solve? Write them a letter. Then take a photo of this letter and upload it."
02e0f6bd-8fc3-4446-8c86-2b8a65d23f5b,"<p><em>[Shopping at website #2]</em></p><p><strong><u>Screen Recording Activity #2:</u></strong> Same drill as before!</p><p>&nbsp;</p><p>Please answer the following questions about this store's website in your screen recording video:</p><p></p><p>1. What are your first impressions? Where do you go first and why?</p><p></p><p>2. What draws you in (if anything)? What are you feeling?</p><p></p><p>3. How easy is it to find what you're looking for?</p><p></p><p>4. Look at pants. What do you like? Not like?</p><p></p><p>5. Overall, how you feel on this site? How does it compare to other sites where you shop for clothes? Anything you don't like? Why?</p>"
02e476a1-e956-4f60-aa03-b4cade1fd590,<p>How often do you go off campus for grocery items and why? What do you typically buy?</p>
02ed66df-f6be-48ba-8a3b-7a6c3f27a64c,"Stepping back from the whole topic of apparel for a minute, what comes to mind when you hear the word “inclusive”? Upload a few screenshots of whatever pops into your head. "
02f875aa-b5b4-4b3c-9c0d-212b40f10ae6,What role do snacks play in your day? What do you eat or drink to tide you over between meals? Show me pictures!
0305fa2c-7e1c-4b97-a3cd-1f9361cf3642,"<p>Which of the following statements appeal most to you when it comes to selecting a bookstore?</p><p></p><p>Multiple answers are possible, but select no more than your Top 3.</p>"
03126c76-2e4a-4ef7-bf15-bfed5d9cf73f,Has the Covid crisis prompted you to think about the earth in any new ways? Do you feel more or less sensitive to the efforts that luxury brands are putting towards sustainability?
03234604-7358-45ca-ac81-4a0ea2c8931d,"If you prefer to shop lululemon IN PERSON: 

Now think specifically about a lululemon product you have browsed in-person and tell us about your experience regarding fit. Please feel free to detail either great fit experiences and/or less than great fit experiences (or both!). "
0327004b-a1e7-4dce-b0f4-07a179ee7414,"<p>Please review the four design directions. Of the four visual directions: NR, BN, QM, and KH, please tell me which makes you feel most positively towards Nabisco, and why. Give me a few creative adjectives to describe it!</p>"
033516b2-9374-4e67-92a7-aa9caa0768ee,"<p>Thinking about those cravings for a minute, do you get specific cravings for different types of candy? Tell me a little about this!</p>"
033693e2-a1ac-4d7e-866e-ace0f3759960,"Please read the instructions in the block of text below  - then look for a question below from the moderator to answer BEFORE ENTERING THE STORE!
"
0346947d-ad2c-432c-8a7d-6e85bd4c5556,"In this study, we are exploring a range of luxury store environments. The store you have been selected to visit is Tiffany & Co.! Your individual assignment is to visit the Dallas Galleria boutique located at 13350 Dallas Parkway in Dallas, TX.

You’ll be a “mystery shopper”, so please do not disclose to any sales associates that you are engaging in this study. Also, please note that it is not a requirement of this study to be a loyal Tiffany customer; whatever your thoughts about the brand are, it’s perfect. Your total honesty is really important for this exercise! So first, what are a few adjectives that initially come to mind when you think of this brand? What is your impression of the brand? Please upload a photo or picture that comes to mind when you think of a Tiffany store, and why."
034fe4c9-9525-42bc-ba83-277f1477c97f,"EVENING. Is this your usual evening food routine? If not, where else do you eat in the evening? What else do you eat? What do/don't you like about it?"
036231b0-b1f3-4521-96d0-346b9702c8cd,"<p>Please upload the emoji/screenshots (or word, gif, meme, short video) you would choose to represent the SUSTAINABILITY of what is offered through campus dining and answer the following: What do you think about the SUSTAINABILITY of what is offered with your food and drink options? Think about the ability you are given to customize food and drinks, and where you can make it your own somehow. What is strong? What could be improved? Sustainability could mean local, responsible sources, animal welfare, sourced from small or BIPOC farms and business, climate-friendly (recyclable, reusable, compostable, reduced carbon footprint), plant-forward.</p>"
03634919-e888-4939-95f0-d7d36da84744,"How challenging is it to shop at lululemon (if at all), specifically for leggings/pants? How does this compare to other clothing from lululemon?"
03654b96-ad49-41f4-9475-8a0f5ead53c7,"<p>Please upload the emoji and/or any relevant screenshots you would choose to represent the CONVENIENCE of what is offered through campus dining and answer the following: How convenient is campus dining? Think about accessibility, hours of operation, wait times/lines, use of technology to facilitate efficiency. What is strong? What could be improved?</p>"
0365ab05-2e0c-4ed0-a8f8-a0d980075610,"Now that you’ve had a chance to absorb all the new messaging from lululemon, do you expect the product described to work for you personally? Why or why not? What more do you need to know to feel it would work for you?"
03679f0f-9777-4301-83f6-a4468a71fafd,"What food and drink options are offered within your work building? If there is a cafe /cafeteria or other options, please take a trip to these spots and take pictures to show what is offered. Please be as detailed as possible, noting with each picture what it shows. Don’t forget beverages! What do you typically choose, and why?"
03695297-af70-4187-aa7a-d159a1ab65f1,"On a scale of 1-10, where 1 is Extremely Negative, and 10 is Extremely Positive, how do you feel about this statement? Why? What thoughts, feelings and reactions come immediately to mind? Include an emoji that represents your feeling. Does this “fit” with the lululemon brand? Why or why not?"
03730c60-7fb8-4aa5-a1a7-fb6b2f98ba89,"如果你更喜欢在实体店购买lululemon:

你觉得在实体店购物有任何不满意的地方么？会因为品类不同而产生变化么？"
037d0800-45cb-46f6-b582-2b56509f16ad,"After having purchased Lubriderm from the store, please use it for the full day and share your honest opinions of the product. Did it deliver what you’re all looking for from a HAND and BODY skincare perspective? Was there anything about it you did not like? "
037da2e1-73e8-4f55-9ea3-ced92a40ee73,"Why do you prefer shopping in-store vs. online for gifts? Is there anything that prevents you from wanting to shop online for lululemon? If so, what?"
037fedf8-1467-4e6b-994a-e13e228fcb99,Upload a picture that conceptually represents the vibe at your school and describe what makes your school culture unique!
038cadbc-b0fc-4794-99c1-fde1c8657c70,"<p>On a scale of 1-10 (1 being “doesn’t fit at all” and 10 being “it’s 100% belVita brought to life”), how closely does this version of Belle reflect what you want belVita to represent at its best?</p>"
0392c29e-c67f-4db6-a0d6-273d9d4d2708,"Which messaging app(s) do you tend to use most often and why? Has texting replaced other modes of communication for you? If so, what has it replaced? What features in messaging apps are most important to you? Take a screenshot of each messaging app you use and tell me what you like or don’t like about each."
03ad3b6d-05c0-4bb8-b3cc-f5924324953d,<p>What experiences are you engaging in now or anticipate engaging in in the future that create joy in your life?</p>
03b5fcb3-2db2-4ce2-b5bc-7b5a797faf70,What options do you have in your neighborhood for food takeout and fast options for a snack or meal when you’re short on time? Please upload screenshots or pictures of these options.
03b79f6b-003e-4380-9f00-8c9e3dc1c61e,<p>Let’s get into it. Where will you begin this pants search? Please upload a screenshot and tell me why!</p>
03bb4bde-cc06-4d99-acf2-48f540dcb8c3,"<p>Describe your home in a sentence or two. Are you living in a city apartment or a home outside the city? If you manage more than one home, please describe each! And upload pictures of the interior or exterior to give us a sense of your spaces!</p>"
03c7b5aa-30a3-4c4e-abf1-7e771ef41af5,"Have you streamed Fever games or watched on TV this month? If so, describe in your words, what that experience felt like! Choose an emoji or a screenshot to bring this to life! If not, why haven’t you watched?"
03d2dcaa-ccf1-452d-9685-906941c914a8,"Tell us about your home life, who lives with you? What are some of your favorite hobbies and interests? Please upload any pictures or screenshots that help bring this to life. "
03d974da-f2c4-4505-b053-e5083d072865,"Take a look at the packaging of Crispers for a moment. If the brand were to do one thing to make their packaging more irresistible to you, what would it be?  Think about design, and also think about the size of the packaging. If they were to add some additional options (smaller, larger, different seal types, etc) – what would be on your wish list?"
03e621a1-2408-4c6d-be67-0fb28792e719,在香氛产品方面，您在居家期间有因此减少使用香氛产品或者香水吗？为什么或者为什么不呢？在居家隔离结束后，您在使用香氛产品或者购买香氛产品方面有发生什么变化吗？请拍一张今天特别吸引到您的香水的照片。
03e9b290-db99-42df-952c-84d1ef23f508,"<p>When you first tried Against the Grain, what exceeded your expectations (if anything)? What disappointed you (if anything)?</p>"
03eee217-2c9a-4fee-8a46-304597bd6d61,What can your workplace do or add to safely satisfy your need for QUALITY during this time? What about as more people return to work?
03f67d6c-3090-495a-9ffd-0003dcc50a34,"The final part is about some pie-in-the-sky dreaming. What could your workplace offer that would really blow your mind – surprise and delight you when it comes to food and drink fueling your day? This could be new cafes, snacks, vending machines, anything you can think of. Please upload some screenshots that bring these ideas to life."
04165621-4a70-4b64-9689-8f1cc6d8b478,这次购物体验和在lululemon的实体店体验比起来，您更喜欢哪个？为什么？
0419596a-6f09-4814-abca-6607a4dc71f8,"I am _____ when I eat protein
"
041be94b-5017-4aeb-8bbc-e2eb2a0c8926,<p>您是否使用过任何美速疗法（比如水光针等微注射）？ 如果是，请上传照片与我们分享您使用过的品牌/产品吗？如果没有请告诉我们原因和看法</p>
04201bb7-1360-4bce-821a-875bf3f0b435,<p>What is your work schedule like? Is there seasonality? Do you work the same hours most days or does it vary? How has Covid affected this (if at all)?</p>
0424c51b-427a-4b0f-ab74-e522c8dd457a,"What safety precautions, rules and regulations do you expect to be in the school lunchroom upon return? What are your chief safety concerns? Please share any photos or screenshots that help illustrate this."
0424fe1d-88a0-4233-9b1a-015f21d231c7,"During this pandemic, what have you learned about society and human nature during this time? Feel free to share a photo or screen shot that helps bring this to life. "
